"bluestock_fintech_—_nifty_100__|__balance_sheet__|__1,312_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,year_label,fiscal_year,quarter,is_ttm,is_half_year,sort_order,debt_to_equity,equity_ratio
id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id,,,False,False,0,,
1162,RECLTD,Mar 2014,987,19816,126173,5968,152944,73,10,1690,151170,152944,Mar 1162,1162.0,Q4,False,False,116203,,
1163,RECLTD,Mar 2015,987,24085,150979,7404,183456,110,10,1596,181740,183456,Mar 1163,1163.0,Q4,False,False,116303,,
1164,RECLTD,Mar 2016,987,27906,169212,8840,206945,254,78,2352,204261,206945,Mar 1164,1164.0,Q4,False,False,116403,,
1165,RECLTD,Mar 2017,1975,31696,167852,8723,210245,355,166,2617,207108,210245,Mar 1165,1165.0,Q4,False,False,116503,,
1166,RECLTD,Mar 2018,1975,30613,204367,5416,242370,132,129,2948,239162,242370,Mar 1166,1166.0,Q4,False,False,116603,,
1167,RECLTD,Mar 2019,1975,32571,244249,19659,298454,165,199,2463,295627,298454,Mar 1167,1167.0,Q4,False,False,116703,,
1168,RECLTD,Mar 2020,1975,33422,286289,25345,347030,166,288,2386,344190,347030,Mar 1168,1168.0,Q4,False,False,116803,,
1169,RECLTD,Mar 2021,1975,41789,329723,27380,400867,267,336,1981,398282,400867,Mar 1169,1169.0,Q4,False,False,116903,,
1170,RECLTD,Mar 2022,1975,49339,333043,26503,410860,628,6,2190,408035,410860,Mar 1170,1170.0,Q4,False,False,117003,,
1171,RECLTD,Mar 2023,2633,55487,380790,26592,465503,641,3,3170,461689,465503,Mar 1171,1171.0,Q4,False,False,117103,,
1172,RECLTD,Mar 2024,2633,66717,445568,33273,548191,632,24,5352,542184,548191,Mar 1172,1172.0,Q4,False,False,117203,,
1173,RECLTD,Sep 2024,2633,70877,483617,38100,595227,622,49,6790,587766,595227,Mar 1173,1173.0,Q4,False,False,117303,,
1174,RELIANCE,Mar 2013,2936,179119,107219,73083,362357,133487,49952,42848,136070,362357,Mar 1174,1174.0,Q4,False,False,117403,,
1175,RELIANCE,Mar 2014,2940,195747,138761,91395,428843,141417,91494,60602,135330,428843,Mar 1175,1175.0,Q4,False,False,117503,,
1176,RELIANCE,Mar 2015,2943,215556,168251,117736,504486,156458,166462,76451,105115,504486,Mar 1176,1176.0,Q4,False,False,117603,,
1177,RELIANCE,Mar 2016,2948,228608,194714,172727,598997,184910,228697,84015,101375,598997,Mar 1177,1177.0,Q4,False,False,117703,,
1178,RELIANCE,Mar 2017,2959,260750,217475,225618,706802,198526,324837,82899,100540,706802,Mar 1178,1178.0,Q4,False,False,117803,,
1179,RELIANCE,Mar 2018,5922,287584,239843,277924,811273,403885,187022,82862,137504,811273,Mar 1179,1179.0,Q4,False,False,117903,,
1180,RELIANCE,Mar 2019,5926,381186,307714,302804,997630,398374,179463,235635,184158,997630,Mar 1180,1180.0,Q4,False,False,118003,,
1181,RELIANCE,Mar 2020,6339,442827,355133,358716,1163015,532658,109106,276767,244484,1163015,Mar 1181,1181.0,Q4,False,False,118103,,
1182,RELIANCE,Mar 2021,6445,693727,278962,340931,1320065,541258,125953,364828,288026,1320065,Mar 1182,1182.0,Q4,False,False,118203,,
1183,RELIANCE,Mar 2022,6765,772720,319158,399979,1498622,627798,172506,394264,304054,1498622,Mar 1183,1183.0,Q4,False,False,118303,,
1184,RELIANCE,Mar 2023,6766,709106,451664,438346,1605882,724805,293752,235560,351765,1605882,Mar 1184,1184.0,Q4,False,False,118403,,
1185,RELIANCE,Mar 2024,6766,786715,458991,502576,1755048,779985,338855,225672,410536,1755048,Mar 1185,1185.0,Q4,False,False,118503,,
1186,RELIANCE,Sep 2024,6766,812687,357525,638145,1815123,968747,198873,244559,402944,1815123,Mar 1186,1186.0,Q4,False,False,118603,,
1187,SBILIFE,Mar 2013,1000,1736,0,50978,53714,283,3,50047,3382,53714,Mar 1187,1187.0,Q4,False,False,118703,,
1188,SBILIFE,Mar 2014,1000,2356,0,57284,60640,304,4,56275,4058,60640,Mar 1188,1188.0,Q4,False,False,118803,,
1189,SBILIFE,Mar 2015,1000,3056,0,70064,74121,292,7,69385,4437,74121,Mar 1189,1189.0,Q4,False,False,118903,,
1190,SBILIFE,Mar 2016,1000,3733,0,78696,83429,301,146,77843,5139,83429,Mar 1190,1190.0,Q4,False,False,119003,,
1191,SBILIFE,Mar 2017,1000,4552,0,96687,102240,507,31,95830,5871,102240,Mar 1191,1191.0,Q4,False,False,119103,,
1192,SBILIFE,Mar 2018,1000,5528,0,115193,121720,511,70,114436,6703,121720,Mar 1192,1192.0,Q4,False,False,119203,,
1193,SBILIFE,Mar 2019,1000,6576,0,139157,146734,563,32,139325,6814,146734,Mar 1193,1193.0,Q4,False,False,119303,,
1194,SBILIFE,Mar 2020,1000,7743,0,156837,165580,568,13,158813,6186,165580,Mar 1194,1194.0,Q4,False,False,119403,,
1195,SBILIFE,Mar 2021,1000,9400,0,216430,226830,564,1,218756,7509,226830,Mar 1195,1195.0,Q4,False,False,119503,,
1196,SBILIFE,Mar 2022,1000,10622,0,261715,273337,919,3,264437,7978,273337,Mar 1196,1196.0,Q4,False,False,119603,,
1197,SBILIFE,Mar 2023,1001,12017,0,301582,314599,867,1,303988,9743,314599,Mar 1197,1197.0,Q4,False,False,119703,,
1198,SBILIFE,Mar 2024,1001,13907,0,383390,398299,1198,6,384943,12152,398299,Mar 1198,1198.0,Q4,False,False,119803,,
1199,SBILIFE,Sep 2024,1002,15257,0,432238,448497,563,0,435926,12009,448497,Mar 1199,1199.0,Q4,False,False,119903,,
1200,ZYDUSLIFE,2013,102,2842,2918,1512,7374,3026,736,114,3498,7374,Mar 1200,1200.0,Q4,False,False,120003,,
1201,ZYDUSLIFE,2014,102,3337,2700,1847,7986,3124,892,87,3885,7986,Mar 1201,1201.0,Q4,False,False,120103,,
1202,ZYDUSLIFE,2015,102,4149,2651,2144,9047,3352,798,154,4743,9047,Mar 1202,1202.0,Q4,False,False,120203,,
1203,ZYDUSLIFE,2016,102,5597,2442,2208,10350,3748,951,416,5235,10350,Mar 1203,1203.0,Q4,False,False,120303,,
1204,ZYDUSLIFE,2017,102,6858,5207,2937,15104,5755,1543,435,7371,15104,Mar 1204,1204.0,Q4,False,False,120403,,
1205,ZYDUSLIFE,2018,102,8642,5407,3632,17783,6483,1527,746,9028,17783,Mar 1205,1205.0,Q4,False,False,120503,,
1206,ZYDUSLIFE,2019,102,10284,7899,4945,23231,12164,837,674,9556,23231,Mar 1206,1206.0,Q4,False,False,120603,,
1207,ZYDUSLIFE,2020,102,10273,7986,5115,23477,12230,742,765,9740,23477,Mar 1207,1207.0,Q4,False,False,120703,,
1208,ZYDUSLIFE,2021,102,12890,4608,6165,23765,12133,783,830,10019,23765,Mar 1208,1208.0,Q4,False,False,120803,,
1209,ZYDUSLIFE,2022,102,16897,4221,6421,27642,12188,726,3288,11439,27642,Mar 1209,1209.0,Q4,False,False,120903,,
1210,ZYDUSLIFE,2023,101,17415,1195,6851,25562,11521,1201,1547,11294,25562,Mar 1210,1210.0,Q4,False,False,121003,,
1211,ZYDUSLIFE,2024,101,19729,804,8201,28834,12368,2423,1220,12822,28834,Mar 1211,1211.0,Q4,False,False,121103,,
1212,ZYDUSLIFE,2024.5,101,21724,190,9431,31446,14304,1051,2596,13495,31446,Mar 1212,1212.0,Q4,False,False,121203,,
1213,SHREECEM,Jun 2013,35,3809,1288,1028,6160,1782,133,2203,2042,6160,Mar 1213,1213.0,Q4,False,False,121303,,
1214,SHREECEM,Jun 2014,35,4676,1200,1418,7329,2194,758,2244,2132,7329,Mar 1214,1214.0,Q4,False,False,121403,,
1215,SHREECEM,Jun 2015,35,5241,917,1805,7998,3004,511,1662,2820,7998,Mar 1215,1215.0,Q4,False,False,121503,,
1216,SHREECEM,Mar 2016,35,6811,881,1737,9463,3050,264,3030,3118,9463,Mar 1216,1216.0,Q4,False,False,121603,,
1217,SHREECEM,Mar 2017,35,7663,1293,2175,11166,2599,710,4042,3814,11166,Mar 1217,1217.0,Q4,False,False,121703,,
1218,SHREECEM,Mar 2018,35,8862,3403,2842,15142,3589,1427,5434,4691,15142,Mar 1218,1218.0,Q4,False,False,121803,,
1219,SHREECEM,Mar 2019,35,9636,2803,3019,15493,6182,1129,2286,5896,15493,Mar 1219,1219.0,Q4,False,False,121903,,
1220,SHREECEM,Mar 2020,36,13133,3146,3629,19944,6163,1197,6358,6227,19944,Mar 1220,1220.0,Q4,False,False,122003,,
1221,SHREECEM,Mar 2021,36,15361,2230,3886,21513,6216,997,8500,5800,21513,Mar 1221,1221.0,Q4,False,False,122103,,
1222,SHREECEM,Mar 2022,36,17424,2129,4159,23749,7282,1054,9033,6380,23749,Mar 1222,1222.0,Q4,False,False,122203,,
1223,SHREECEM,Mar 2023,36,18600,2725,4973,26334,7481,2797,8683,7373,26334,Mar 1223,1223.0,Q4,False,False,122303,,
1224,SHREECEM,Mar 2024,36,20667,1656,5566,27925,9591,1930,7556,8848,27925,Mar 1224,1224.0,Q4,False,False,122403,,
1225,SHREECEM,Sep 2024,36,20843,1682,5297,27859,9656,2777,6943,8482,27859,Mar 1225,1225.0,Q4,False,False,122503,,
1226,ZOMATO,2018,0,1036,186,152,1374,190,1,829,354,1374,Mar 1226,1226.0,Q4,False,False,122603,,
1227,ZOMATO,2019,0,2356,348,709,3413,389,1,2145,879,3413,Mar 1227,1227.0,Q4,False,False,122703,,
1228,ZOMATO,2020,0,457,326,2117,2900,1591,1,324,985,2900,Mar 1228,1228.0,Q4,False,False,122803,,
1229,ZOMATO,2021,0,7644,527,532,8704,1539,0,2205,4959,8704,Mar 1229,1229.0,Q4,False,False,122903,,
1230,ZOMATO,2022,764,15741,70,751,17327,1404,1,4718,11204,17327,Mar 1230,1230.0,Q4,False,False,123003,,
1231,ZOMATO,2023,836,18624,507,1632,21599,6344,7,6765,8483,21599,Mar 1231,1231.0,Q4,False,False,123103,,
1232,ZOMATO,2024,868,19545,749,2194,23356,6448,18,11645,5245,23356,Mar 1232,1232.0,Q4,False,False,123203,,
1233,ZOMATO,2024.5,872,20446,1159,2728,25205,8390,59,11708,5048,25205,Mar 1233,1233.0,Q4,False,False,123303,,
1234,WIPRO,2013,492,26072,6381,10675,43621,9996,407,6765,26454,43621,Mar 1234,1234.0,Q4,False,False,123403,,
1235,WIPRO,2014,493,31636,5159,12245,49533,10649,369,6146,32368,49533,Mar 1235,1235.0,Q4,False,False,123503,,
1236,WIPRO,2015,494,36598,7891,13367,58350,10837,395,5532,41586,58350,Mar 1236,1236.0,Q4,False,False,123603,,
1237,WIPRO,2016,494,45651,12522,12924,71590,17279,381,20915,33016,71590,Mar 1237,1237.0,Q4,False,False,123703,,
1238,WIPRO,2017,486,51184,14241,12761,78672,19886,738,29913,28135,78672,Mar 1238,1238.0,Q4,False,False,123803,,
1239,WIPRO,2018,905,47022,13901,13563,75391,18127,1378,25797,30090,75391,Mar 1239,1239.0,Q4,False,False,123903,,
1240,WIPRO,2019,1207,55216,9947,16217,82586,17465,2142,22887,40093,82586,Mar 1240,1240.0,Q4,False,False,124003,,
1241,WIPRO,2020,1143,54179,9724,15954,81000,22062,1881,20032,37024,81000,Mar 1241,1241.0,Q4,False,False,124103,,
1242,WIPRO,2021,1096,53805,10451,17213,82566,23040,1853,18775,38898,82566,Mar 1242,1242.0,Q4,False,False,124203,,
1243,WIPRO,2022,1096,64307,17593,24280,107276,37990,1602,26154,41531,107276,Mar 1243,1243.0,Q4,False,False,124303,,
1244,WIPRO,2023,1098,76570,17467,21789,116924,44757,617,33073,38477,116924,Mar 1244,1244.0,Q4,False,False,124403,,
1245,WIPRO,2024,1045,73488,16465,23611,114609,43628,723,33384,36873,114609,Mar 1245,1245.0,Q4,False,False,124503,,
1246,WIPRO,2024.5,1046,80330,19282,24893,125552,43476,846,43970,37260,125552,Mar 1246,1246.0,Q4,False,False,124603,,
1247,VEDL,2013,87,17388,4839,723,23037,4136,723,16059,2119,23037,Mar 1247,1247.0,Q4,False,False,124703,,
1248,VEDL,2014,296,72712,80566,60545,214120,87205,43128,37910,45877,214120,Mar 1248,1248.0,Q4,False,False,124803,,
1249,VEDL,2015,296,53579,77752,58654,190281,70108,38748,39606,41819,190281,Mar 1249,1249.0,Q4,False,False,124903,,
1250,VEDL,2016,296,43743,67778,80163,191980,67231,38461,53386,32903,191980,Mar 1250,1250.0,Q4,False,False,125003,,
1251,VEDL,2017,297,60128,71569,64952,196946,76756,27557,46962,45671,196946,Mar 1251,1251.0,Q4,False,False,125103,,
1252,VEDL,2018,372,62940,58159,58896,180367,80279,32055,28700,39333,180367,Mar 1252,1252.0,Q4,False,False,125203,,
1253,VEDL,2019,372,61925,66226,70045,198568,96397,24959,33065,44147,198568,Mar 1253,1253.0,Q4,False,False,125303,,
1254,VEDL,2020,372,54263,59187,66915,180737,88904,18585,24753,48495,180737,Mar 1254,1254.0,Q4,False,False,125403,,
1255,VEDL,2021,372,61906,57669,63549,183496,90470,16314,16660,60052,183496,Mar 1255,1255.0,Q4,False,False,125503,,
1256,VEDL,2022,372,65011,53583,74981,193947,93466,15879,17291,67311,193947,Mar 1256,1256.0,Q4,False,False,125603,,
1257,VEDL,2023,372,39051,80329,69703,189455,95744,19529,13150,61032,189455,Mar 1257,1257.0,Q4,False,False,125703,,
1258,VEDL,2024,372,30350,87706,69690,188118,98963,22889,11869,54397,188118,Mar 1258,1258.0,Q4,False,False,125803,,
1259,VEDL,2024.5,391,37097,79808,87879,205175,100699,27719,12823,63934,205175,Mar 1259,1259.0,Q4,False,False,125903,,
1260,SHRIRAMFIN,Mar 2013,227,7111,33386,6550,47274,72,0,3280,43922,47274,Mar 1260,1260.0,Q4,False,False,126003,,
1261,SHRIRAMFIN,Mar 2014,227,8283,38630,5192,52332,155,0,2435,49742,52332,Mar 1261,1261.0,Q4,False,False,126103,,
1262,SHRIRAMFIN,Mar 2015,227,9039,46695,6193,62154,154,0,3037,58962,62154,Mar 1262,1262.0,Q4,False,False,126203,,
1263,SHRIRAMFIN,Mar 2016,227,9949,49790,8048,68013,152,0,1340,66522,68013,Mar 1263,1263.0,Q4,False,False,126303,,
1264,SHRIRAMFIN,Mar 2017,227,11105,53080,10034,74446,136,0,1518,72791,74446,Mar 1264,1264.0,Q4,False,False,126403,,
1265,SHRIRAMFIN,Mar 2018,227,13463,82131,1539,97360,122,0,2456,94782,97360,Mar 1265,1265.0,Q4,False,False,126503,,
1266,SHRIRAMFIN,Mar 2019,227,15736,87914,1542,105419,147,0,4126,101146,105419,Mar 1266,1266.0,Q4,False,False,126603,,
1267,SHRIRAMFIN,Mar 2020,227,17915,94735,1389,114266,489,0,2936,110841,114266,Mar 1267,1267.0,Q4,False,False,126703,,
1268,SHRIRAMFIN,Mar 2021,253,21464,106546,1647,129910,437,0,3347,126126,129910,Mar 1268,1268.0,Q4,False,False,126803,,
1269,SHRIRAMFIN,Mar 2022,271,25824,114846,1328,142268,418,0,6971,134879,142268,Mar 1269,1269.0,Q4,False,False,126903,,
1270,SHRIRAMFIN,Mar 2023,374,43138,164202,2858,210573,3714,66,7430,199363,210573,Mar 1270,1270.0,Q4,False,False,127003,,
1271,SHRIRAMFIN,Mar 2024,376,48571,195496,3823,248266,3718,0,9472,235076,248266,Mar 1271,1271.0,Q4,False,False,127103,,
1272,SHRIRAMFIN,Sep 2024,376,52016,207820,14875,275087,3215,0,11616,260256,275087,Mar 1272,1272.0,Q4,False,False,127203,,
1273,SIEMENS,Sep 2011,68,3748,0,6341,10158,1169,249,0,8739,10158,Mar 1273,1273.0,Q4,False,False,127303,,
1274,SIEMENS,Sep 2014,71,4304,0,5915,10290,1356,41,8,8886,10290,Mar 1274,1274.0,Q4,False,False,127403,,
1275,SIEMENS,Sep 2015,71,5046,25,5433,10576,1394,32,114,9037,10576,Mar 1275,1275.0,Q4,False,False,127503,,
1276,SIEMENS,Sep 2016,71,6732,25,5157,11986,1227,79,110,10570,11986,Mar 1276,1276.0,Q4,False,False,127603,,
1277,SIEMENS,Sep 2017,71,7619,0,5448,13138,1365,143,0,11630,13138,Mar 1277,1277.0,Q4,False,False,127703,,
1278,SIEMENS,Sep 2018,71,8228,0,6037,14336,1381,62,0,12893,14336,Mar 1278,1278.0,Q4,False,False,127803,,
1279,SIEMENS,Sep 2019,71,8978,0,6309,15358,1219,58,0,14081,15358,Mar 1279,1279.0,Q4,False,False,127903,,
1280,SIEMENS,Sep 2020,71,9421,0,6368,15860,1196,88,0,14576,15860,Mar 1280,1280.0,Q4,False,False,128003,,
1281,SIEMENS,Sep 2021,71,10276,4,7664,18015,3264,35,3,14713,18015,Mar 1281,1281.0,Q4,False,False,128103,,
1282,SIEMENS,Sep 2022,71,11539,182,8317,20109,3107,52,1,16949,20109,Mar 1282,1282.0,Q4,False,False,128203,,
1283,SIEMENS,Sep 2023,71,13016,175,8384,21646,3038,50,1,18556,21646,Mar 1283,1283.0,Q4,False,False,128303,,
1284,SIEMENS,Sep 2024,71,15286,279,9663,25299,3112,103,1,22082,25299,Mar 1284,1284.0,Q4,False,False,128403,,
1285,UNITDSPR,2013,126,4661,8242,3453,16483,7869,131,218,8265,16483,Mar 1285,1285.0,Q4,False,False,128503,,
1286,UNITDSPR,2014,145,2887,8307,3518,14858,5700,110,238,8810,14858,Mar 1286,1286.0,Q4,False,False,128603,,
1287,UNITDSPR,2015,145,514,4987,2242,7889,1921,114,216,5637,7889,Mar 1287,1287.0,Q4,False,False,128703,,
1288,UNITDSPR,2016,145,1489,4242,2452,8329,1887,282,77,6084,8329,Mar 1288,1288.0,Q4,False,False,128803,,
1289,UNITDSPR,2017,145,1640,4144,2967,8896,1917,199,0,6780,8896,Mar 1289,1289.0,Q4,False,False,128903,,
1290,UNITDSPR,2018,145,2274,3421,3086,8926,1791,102,0,7033,8926,Mar 1290,1290.0,Q4,False,False,129003,,
1291,UNITDSPR,2019,145,2945,2883,3135,9109,1841,118,25,7124,9109,Mar 1291,1291.0,Q4,False,False,129103,,
1292,UNITDSPR,2020,145,3583,2570,2546,8844,1956,121,22,6745,8844,Mar 1292,1292.0,Q4,False,False,129203,,
1293,UNITDSPR,2021,145,3974,1037,3354,8511,1893,97,0,6521,8511,Mar 1293,1293.0,Q4,False,False,129303,,
1294,UNITDSPR,2022,145,4808,605,3304,8863,1855,96,222,6690,8863,Mar 1294,1294.0,Q4,False,False,129403,,
1295,UNITDSPR,2023,145,5854,183,3534,9716,1534,83,286,7813,9716,Mar 1295,1295.0,Q4,False,False,129503,,
1296,UNITDSPR,2024,145,6976,265,3790,11176,1560,37,645,8934,11176,Mar 1296,1296.0,Q4,False,False,129603,,
1297,UNITDSPR,2024.5,145,7487,518,3805,11955,1798,66,819,9272,11955,Mar 1297,1297.0,Q4,False,False,129703,,
1298,UNIONBANK,Mar 2013,597,16722,287589,8003,312912,2483,13,81808,228608,312912,Mar 1298,1298.0,Q4,False,False,129803,,
1299,UNIONBANK,Mar 2014,630,18004,327078,9300,355013,2621,2,94636,257753,355013,Mar 1299,1299.0,Q4,False,False,129903,,
1300,UNIONBANK,Mar 2015,636,19263,352618,11048,383566,2690,4,85818,295053,383566,Mar 1300,1300.0,Q4,False,False,130003,,
1301,UNIONBANK,Mar 2016,687,22361,374754,9562,407365,3939,13,90573,312840,407365,Mar 1301,1301.0,Q4,False,False,130103,,
1302,UNIONBANK,Mar 2017,687,23406,418420,13167,455681,3896,21,113441,338322,455681,Mar 1302,1302.0,Q4,False,False,130203,,
1303,UNIONBANK,Mar 2018,1169,24083,455969,9900,491120,3824,34,125485,361777,491120,Mar 1303,1303.0,Q4,False,False,130303,,
1304,UNIONBANK,Mar 2019,1763,25073,460780,10964,498581,3743,44,128391,366402,498581,Mar 1304,1304.0,Q4,False,False,130403,,
1305,UNIONBANK,Mar 2020,3423,30567,505150,16369,555509,4734,54,154251,396470,555509,Mar 1305,1305.0,Q4,False,False,130503,,
1306,UNIONBANK,Mar 2021,6407,58331,977576,40063,1082377,7303,63,339059,735952,1082377,Mar 1306,1306.0,Q4,False,False,130603,,
1307,UNIONBANK,Mar 2022,6835,64026,1085613,37292,1193766,7171,37,351839,834718,1193766,Mar 1307,1307.0,Q4,False,False,130703,,
1308,UNIONBANK,Mar 2023,6835,71969,1163059,46495,1288357,8826,22,343727,935782,1288357,Mar 1308,1308.0,Q4,False,False,130803,,
1309,UNIONBANK,Mar 2024,7634,89964,1251568,52831,1401996,9224,36,343953,1048783,1401996,Mar 1309,1309.0,Q4,False,False,130903,,
1310,SUNPHARMA,Mar 2013,104,14886,260,5128,20377,5647,563,2412,11756,20377,Mar 1310,1310.0,Q4,False,False,131003,,
1311,SUNPHARMA,Mar 2014,207,18318,2561,8009,29095,6817,842,2786,18650,29095,Mar 1311,1311.0,Q4,False,False,131103,,
1312,SUNPHARMA,Mar 2015,207,25431,8996,14089,48723,12682,2039,2716,31286,48723,Mar 1312,1312.0,Q4,False,False,131203,,
1313,SUNPHARMA,Mar 2016,241,32742,8497,13948,55428,15872,2175,1830,35550,55428,Mar 1313,1313.0,Q4,False,False,131303,,
1314,SUNPHARMA,Mar 2017,240,36400,9832,14624,61095,17675,2801,1192,39427,61095,Mar 1314,1314.0,Q4,False,False,131403,,
1315,SUNPHARMA,Mar 2018,240,38074,10385,15598,64297,18853,2465,7143,35837,64297,Mar 1315,1315.0,Q4,False,False,131503,,
1316,SUNPHARMA,Mar 2019,240,41169,10514,12666,64590,21837,1411,7903,33439,64590,Mar 1316,1316.0,Q4,False,False,131603,,
1317,SUNPHARMA,Mar 2020,240,45025,8315,14615,68194,22847,1220,10143,33984,68194,Mar 1317,1317.0,Q4,False,False,131703,,
1318,SUNPHARMA,Mar 2021,240,46223,3869,17291,67622,21553,1567,9612,34890,67622,Mar 1318,1318.0,Q4,False,False,131803,,
1319,SUNPHARMA,Mar 2022,240,47771,1290,20474,69776,22665,1287,12849,32975,69776,Mar 1319,1319.0,Q4,False,False,131903,,
1320,SUNPHARMA,Mar 2023,240,55755,6886,17831,80712,24065,4973,14824,36849,80712,Mar 1320,1320.0,Q4,False,False,132003,,
1321,SUNPHARMA,Mar 2024,240,63427,3274,18367,85308,23211,5354,15026,41717,85308,Mar 1321,1321.0,Q4,False,False,132103,,
1322,SUNPHARMA,Sep 2024,240,68875,2572,16429,88116,28318,1150,17744,40904,88116,Mar 1322,1322.0,Q4,False,False,132203,,
1323,ULTRACEMCO,Mar 2013,274,14955,7342,7010,29582,15050,3601,4709,6222,29582,Mar 1323,1323.0,Q4,False,False,132303,,
1324,ULTRACEMCO,Mar 2014,274,16908,7332,7671,32185,18100,2186,4862,7037,32185,Mar 1324,1324.0,Q4,False,False,132403,,
1325,ULTRACEMCO,Mar 2015,274,18767,9829,9183,38053,23343,2250,4500,7961,38053,Mar 1325,1325.0,Q4,False,False,132503,,
1326,ULTRACEMCO,Mar 2016,274,21671,10616,8631,41193,25309,1469,5095,9319,41193,Mar 1326,1326.0,Q4,False,False,132603,,
1327,ULTRACEMCO,Mar 2017,275,24117,8474,9343,42209,25904,921,6691,8693,42209,Mar 1327,1327.0,Q4,False,False,132703,,
1328,ULTRACEMCO,Mar 2018,275,26107,19480,11280,57141,39715,1511,5447,10468,57141,Mar 1328,1328.0,Q4,False,False,132803,,
1329,ULTRACEMCO,Mar 2019,275,33476,25337,17438,76525,56645,1153,2921,15806,76525,Mar 1329,1329.0,Q4,False,False,132903,,
1330,ULTRACEMCO,Mar 2020,289,38755,23019,17151,79214,57151,920,5929,15215,79214,Mar 1330,1330.0,Q4,False,False,133003,,
1331,ULTRACEMCO,Mar 2021,289,43886,21719,20282,86176,55412,1687,12178,16900,86176,Mar 1331,1331.0,Q4,False,False,133103,,
1332,ULTRACEMCO,Mar 2022,289,50147,11299,22077,83811,55488,4785,6336,17203,83811,Mar 1332,1332.0,Q4,False,False,133203,,
1333,ULTRACEMCO,Mar 2023,289,54036,11058,25998,91380,59579,4040,7297,20464,91380,Mar 1333,1333.0,Q4,False,False,133303,,
1334,ULTRACEMCO,Mar 2024,289,59939,11403,29167,100797,62878,6811,8249,22859,100797,Mar 1334,1334.0,Q4,False,False,133403,,
1335,ULTRACEMCO,Sep 2024,289,61076,16964,29282,107611,68042,6410,7579,25579,107611,Mar 1335,1335.0,Q4,False,False,133503,,
1336,TVSMOTOR,Mar 2013,48,851,1068,1415,3381,1593,36,348,1404,3381,Mar 1336,1336.0,Q4,False,False,133603,,
1337,TVSMOTOR,Mar 2014,48,1113,728,1743,3632,1517,48,439,1628,3632,Mar 1337,1337.0,Q4,False,False,133703,,
1338,TVSMOTOR,Mar 2015,48,1277,1119,2126,4570,1637,93,539,2301,4570,Mar 1338,1338.0,Q4,False,False,133803,,
1339,TVSMOTOR,Mar 2016,48,1771,1091,2236,5146,2038,47,943,2118,5146,Mar 1339,1339.0,Q4,False,False,133903,,
1340,TVSMOTOR,Mar 2017,48,2169,1311,2601,6128,2362,64,1155,2547,6128,Mar 1340,1340.0,Q4,False,False,134003,,
1341,TVSMOTOR,Mar 2018,48,2630,6928,3586,13190,3094,313,421,9362,13190,Mar 1341,1341.0,Q4,False,False,134103,,
1342,TVSMOTOR,Mar 2019,48,3123,9298,4228,16696,3367,745,440,12145,16696,Mar 1342,1342.0,Q4,False,False,134203,,
1343,TVSMOTOR,Mar 2020,48,3235,11591,4399,19272,3811,1006,371,14085,19272,Mar 1343,1343.0,Q4,False,False,134303,,
1344,TVSMOTOR,Mar 2021,48,3779,12179,5859,21865,4221,1041,468,16135,21865,Mar 1344,1344.0,Q4,False,False,134403,,
1345,TVSMOTOR,Mar 2022,48,4352,15827,6692,26919,5975,552,605,19788,26919,Mar 1345,1345.0,Q4,False,False,134503,,
1346,TVSMOTOR,Mar 2023,48,5457,22376,7144,35025,5748,743,967,27566,35025,Mar 1346,1346.0,Q4,False,False,134603,,
1347,TVSMOTOR,Mar 2024,48,6736,26006,9235,42024,5891,1033,1123,33977,42024,Mar 1347,1347.0,Q4,False,False,134703,,
1348,TVSMOTOR,Sep 2024,48,7712,14619,22568,44946,6851,417,1166,36512,44946,Mar 1348,1348.0,Q4,False,False,134803,,
1349,TRENT,Mar 2013,33,1198,343,635,2209,843,106,317,943,2209,Mar 1349,1349.0,Q4,False,False,134903,,
1350,TRENT,Mar 2014,33,958,332,614,1936,720,138,300,778,1936,Mar 1350,1350.0,Q4,False,False,135003,,
1351,TRENT,Mar 2015,33,1389,267,518,2207,668,92,740,706,2207,Mar 1351,1351.0,Q4,False,False,135103,,
1352,TRENT,Mar 2016,33,1431,400,292,2157,477,55,1067,558,2157,Mar 1352,1352.0,Q4,False,False,135203,,
1353,TRENT,Mar 2017,33,1514,392,283,2222,549,5,1080,588,2222,Mar 1353,1353.0,Q4,False,False,135303,,
1354,TRENT,Mar 2018,33,1562,391,349,2336,613,10,1023,691,2336,Mar 1354,1354.0,Q4,False,False,135403,,
1355,TRENT,Mar 2019,33,1613,494,418,2559,662,87,883,927,2559,Mar 1355,1355.0,Q4,False,False,135503,,
1356,TRENT,Mar 2020,36,2352,300,2819,5507,2738,23,1515,1230,5507,Mar 1356,1356.0,Q4,False,False,135603,,
1357,TRENT,Mar 2021,36,2277,300,3111,5724,3054,108,1487,1075,5724,Mar 1357,1357.0,Q4,False,False,135703,,
1358,TRENT,Mar 2022,36,2328,4725,637,7726,4687,105,1284,1651,7726,Mar 1358,1358.0,Q4,False,False,135803,,
1359,TRENT,Mar 2023,36,2560,4464,1022,8082,4527,102,1110,2343,8082,Mar 1359,1359.0,Q4,False,False,135903,,
