"bluestock_fintech_—_nifty_100__|__cash_flow__|__1,187_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,year_label,fiscal_year,quarter,is_ttm,is_half_year,sort_order,free_cash_flow
334,BPCL,Mar 2021,23455,-2474,-13981,7000,334,,,False,False,0,
335,BPCL,Mar 2022,20336,-8138,-17672,-5474,335,,,False,False,0,
336,BPCL,Mar 2023,12466,-7806,-4402,257,336,,,False,False,0,
337,BPCL,Mar 2024,35936,-10521,-25427,-12,337,,,False,False,0,
338,BRITANNIA,Mar 2013,320,28,-378,-30,338,,,False,False,0,
339,BRITANNIA,Mar 2014,671,-246,-357,68,339,,,False,False,0,
340,BRITANNIA,Mar 2015,584,-450,-181,-47,340,,,False,False,0,
341,BRITANNIA,Mar 2016,959,-705,-246,8,341,,,False,False,0,
342,BRITANNIA,Mar 2017,441,-150,-295,-4,342,,,False,False,0,
343,BRITANNIA,Mar 2018,1249,-957,-232,60,343,,,False,False,0,
344,BRITANNIA,Mar 2019,1156,-852,-353,-49,344,,,False,False,0,
345,BRITANNIA,Mar 2020,1485,-1526,58,17,345,,,False,False,0,
346,BRITANNIA,Mar 2021,1876,433,-2242,66,346,,,False,False,0,
347,BRITANNIA,Mar 2022,1300,914,-2246,-32,347,,,False,False,0,
348,BRITANNIA,Mar 2023,2526,-1507,-1028,-9,348,,,False,False,0,
349,BRITANNIA,Mar 2024,2573,477,-2830,219,349,,,False,False,0,
350,CANBK,Mar 2013,8010,-435,-1043,6532,350,,,False,False,0,
351,CANBK,Mar 2014,14244,-380,-3771,10092,351,,,False,False,0,
352,CANBK,Mar 2015,6344,-1104,-1464,3776,352,,,False,False,0,
353,CANBK,Mar 2016,9346,-443,-806,8096,353,,,False,False,0,
354,CANBK,Mar 2017,2575,-476,124,2224,354,,,False,False,0,
355,CANBK,Mar 2018,-11120,-487,2865,-8743,355,,,False,False,0,
356,CANBK,Mar 2019,18237,-745,-1185,16307,356,,,False,False,0,
357,CANBK,Mar 2020,-5289,-445,7792,2059,357,,,False,False,0,
358,CANBK,Mar 2021,59118,-1116,290,58291,358,,,False,False,0,
359,CANBK,Mar 2022,919,-1429,4035,3525,359,,,False,False,0,
360,CANBK,Mar 2023,-39978,-1156,445,-40689,360,,,False,False,0,
361,CANBK,Mar 2024,15046,-1750,-3834,9462,361,,,False,False,0,
362,CHOLAFIN,Mar 2013,-3754,5,4067,317,362,,,False,False,0,
363,CHOLAFIN,Mar 2014,-2447,-83,2749,219,363,,,False,False,0,
364,CHOLAFIN,Mar 2015,-2264,-40,1819,-485,364,,,False,False,0,
365,CHOLAFIN,Mar 2016,-2809,-137,3031,85,365,,,False,False,0,
366,CHOLAFIN,Mar 2017,-1468,-222,1692,2,366,,,False,False,0,
367,CHOLAFIN,Mar 2018,-7926,-60,8009,22,367,,,False,False,0,
368,CHOLAFIN,Mar 2019,-9317,-11,12191,2862,368,,,False,False,0,
369,CHOLAFIN,Mar 2020,-2075,-54,2452,323,369,,,False,False,0,
370,CHOLAFIN,Mar 2021,-8848,-1746,8707,-1888,370,,,False,False,0,
371,CHOLAFIN,Mar 2022,-5571,1640,5150,1218,371,,,False,False,0,
372,CHOLAFIN,Mar 2023,-27105,-2148,27466,-1787,372,,,False,False,0,
373,CHOLAFIN,Mar 2024,-35683,-2855,38471,-66,373,,,False,False,0,
374,CIPLA,Mar 2013,1398,-2063,718,53,374,,,False,False,0,
375,CIPLA,Mar 2014,1563,-1265,-266,33,375,,,False,False,0,
376,CIPLA,Mar 2015,1173,-950,165,388,376,,,False,False,0,
377,CIPLA,Mar 2016,1741,-4533,3104,312,377,,,False,False,0,
378,CIPLA,Mar 2017,2382,-1304,-1326,-248,378,,,False,False,0,
379,CIPLA,Mar 2018,1463,-834,-385,243,379,,,False,False,0,
380,CIPLA,Mar 2019,1691,-1688,-349,-345,380,,,False,False,0,
381,CIPLA,Mar 2020,3068,114,-2949,234,381,,,False,False,0,
382,CIPLA,Mar 2021,3755,-2374,-1240,141,382,,,False,False,0,
383,CIPLA,Mar 2022,3326,-1858,-1600,-132,383,,,False,False,0,
384,CIPLA,Mar 2023,3238,-2376,-958,-97,384,,,False,False,0,
385,CIPLA,Mar 2024,4134,-2982,-1200,-49,385,,,False,False,0,
386,COALINDIA,Mar 2013,9109,-1833,-7852,-575,386,,,False,False,0,
387,COALINDIA,Mar 2014,14525,8580,-25350,-2246,387,,,False,False,0,
388,COALINDIA,Mar 2015,14382,894,-15026,250,388,,,False,False,0,
389,COALINDIA,Mar 2016,13154,8154,-19587,1721,389,,,False,False,0,
390,COALINDIA,Mar 2017,16461,455,-17598,-682,390,,,False,False,0,
391,COALINDIA,Mar 2018,21115,-7747,-13564,-196,391,,,False,False,0,
392,COALINDIA,Mar 2019,16356,-7896,-10885,-2426,392,,,False,False,0,
393,COALINDIA,Mar 2020,4977,1033,-4791,1219,393,,,False,False,0,
394,COALINDIA,Mar 2021,10592,182,-8453,2321,394,,,False,False,0,
395,COALINDIA,Mar 2022,41107,-25715,-13441,1951,395,,,False,False,0,
396,COALINDIA,Mar 2023,35734,-23465,-13704,-1436,396,,,False,False,0,
397,COALINDIA,Mar 2024,18103,-4486,-13899,-282,397,,,False,False,0,
398,DABUR,Mar 2013,870,-622,-234,13,398,,,False,False,0,
399,DABUR,Mar 2014,1098,-104,-804,190,399,,,False,False,0,
400,DABUR,Mar 2015,1047,-876,-417,-245,400,,,False,False,0,
401,DABUR,Mar 2016,1187,-730,-374,82,401,,,False,False,0,
402,DABUR,Mar 2017,1227,-807,-339,81,402,,,False,False,0,
403,DABUR,Mar 2018,1092,-541,-577,-27,403,,,False,False,0,
404,DABUR,Mar 2019,1499,338,-1888,-51,404,,,False,False,0,
405,DABUR,Mar 2020,1614,-517,-1043,54,405,,,False,False,0,
406,DABUR,Mar 2021,2115,-1404,-613,97,406,,,False,False,0,
407,DABUR,Mar 2022,1802,-1273,-490,38,407,,,False,False,0,
408,DABUR,Mar 2023,1488,-583,-1035,-130,408,,,False,False,0,
409,DABUR,Mar 2024,2013,-971,-1161,-119,409,,,False,False,0,
410,DIVISLAB,Mar 2013,480,-255,-231,-5,410,,,False,False,0,
411,DIVISLAB,Mar 2014,557,-305,-248,3,411,,,False,False,0,
412,DIVISLAB,Mar 2015,826,-521,-303,3,412,,,False,False,0,
413,DIVISLAB,Mar 2016,1038,-406,-631,0,413,,,False,False,0,
414,DIVISLAB,Mar 2017,1150,-1140,2,13,414,,,False,False,0,
415,DIVISLAB,Mar 2018,776,-478,-314,-17,415,,,False,False,0,
416,DIVISLAB,Mar 2019,954,-685,-246,23,416,,,False,False,0,
417,DIVISLAB,Mar 2020,1216,-83,-1091,41,417,,,False,False,0,
418,DIVISLAB,Mar 2021,1947,75,-35,1987,418,,,False,False,0,
419,DIVISLAB,Mar 2022,1912,-2195,-532,-816,419,,,False,False,0,
420,DIVISLAB,Mar 2023,2459,-2707,-797,-1045,420,,,False,False,0,
421,DIVISLAB,Mar 2024,1261,-269,-799,193,421,,,False,False,0,
422,DLF,Mar 2013,2009,1995,-3951,52,422,,,False,False,0,
423,DLF,Mar 2014,1468,3924,-4532,860,423,,,False,False,0,
424,DLF,Mar 2015,2037,98,-1547,588,424,,,False,False,0,
425,DLF,Mar 2016,2957,-818,-1929,210,425,,,False,False,0,
426,DLF,Mar 2017,-898,872,787,761,426,,,False,False,0,
427,DLF,Mar 2018,270,-2102,-232,-2064,427,,,False,False,0,
428,DLF,Mar 2019,2043,3,875,2921,428,,,False,False,0,
429,DLF,Mar 2020,356,6508,-9522,-2658,429,,,False,False,0,
430,DLF,Mar 2021,1460,150,-2184,-573,430,,,False,False,0,
431,DLF,Mar 2022,2832,267,-3828,-729,431,,,False,False,0,
432,DLF,Mar 2023,2375,-461,-2013,-98,432,,,False,False,0,
433,DLF,Mar 2024,2539,-1529,177,1186,433,,,False,False,0,
434,DMART,Mar 2013,127,-231,118,14,434,,,False,False,0,
435,DMART,Mar 2014,198,-270,65,-7,435,,,False,False,0,
436,DMART,Mar 2015,222,-474,234,-17,436,,,False,False,0,
437,DMART,Mar 2016,433,-633,196,-3,437,,,False,False,0,
438,DMART,Mar 2017,455,-2482,2025,-1,438,,,False,False,0,
439,DMART,Mar 2018,730,464,-1159,34,439,,,False,False,0,
440,DMART,Mar 2019,807,-958,209,57,440,,,False,False,0,
441,DMART,Mar 2020,1280,-4657,3357,-19,441,,,False,False,0,
442,DMART,Mar 2021,1375,-1110,-180,86,442,,,False,False,0,
443,DMART,Mar 2022,1372,-1289,-179,-96,443,,,False,False,0,
444,DMART,Mar 2023,2630,-2313,-205,112,444,,,False,False,0,
445,DMART,Mar 2024,2746,-2468,-148,130,445,,,False,False,0,
446,DRREDDY,Mar 2013,1378,-1437,-157,-216,446,,,False,False,0,
447,DRREDDY,Mar 2014,1970,-1604,-24,342,447,,,False,False,0,
448,DRREDDY,Mar 2015,2524,-2370,-433,-280,448,,,False,False,0,
449,DRREDDY,Mar 2016,3263,-1610,-1700,-47,449,,,False,False,0,
450,DRREDDY,Mar 2017,2144,-1890,-369,-114,450,,,False,False,0,
451,DRREDDY,Mar 2018,1803,-1483,-444,-124,451,,,False,False,0,
452,DRREDDY,Mar 2019,2870,-769,-2133,-31,452,,,False,False,0,
453,DRREDDY,Mar 2020,2984,-495,-2516,-27,453,,,False,False,0,
454,DRREDDY,Mar 2021,3570,-2255,-30,1286,454,,,False,False,0,
455,DRREDDY,Mar 2022,2811,-2565,-242,3,455,,,False,False,0,
456,DRREDDY,Mar 2023,5888,-4109,-2686,-907,456,,,False,False,0,
457,DRREDDY,Mar 2024,4543,-4034,-376,133,457,,,False,False,0,
458,EICHERMOT,Dec 2012,496,-773,-111,-388,458,,,False,False,0,
459,EICHERMOT,Dec 2013,716,-790,-47,-121,459,,,False,False,0,
460,EICHERMOT,Dec 2014,1047,-1214,-162,-329,460,,,False,False,0,
461,EICHERMOT,Mar 2016,1463,-1001,-466,-4,461,,,False,False,0,
462,EICHERMOT,Mar 2017,1708,-1744,25,-10,462,,,False,False,0,
463,EICHERMOT,Mar 2018,2482,-2145,-262,75,463,,,False,False,0,
464,EICHERMOT,Mar 2019,1575,-660,-292,623,464,,,False,False,0,
465,EICHERMOT,Mar 2020,1694,-1508,-858,-673,465,,,False,False,0,
466,EICHERMOT,Mar 2021,1691,-1625,-15,51,466,,,False,False,0,
467,EICHERMOT,Mar 2022,1527,-983,-593,-50,467,,,False,False,0,
468,EICHERMOT,Mar 2023,2823,-2397,-417,8,468,,,False,False,0,
469,EICHERMOT,Mar 2024,3724,-2834,-844,45,469,,,False,False,0,
470,GAIL,Mar 2013,6603,-8626,3642,1618,470,,,False,False,0,
471,GAIL,Mar 2014,4615,-4466,-3,146,471,,,False,False,0,
472,GAIL,Mar 2015,4214,-2809,-3058,-1653,472,,,False,False,0,
473,GAIL,Mar 2016,3960,-904,-3028,29,473,,,False,False,0,
474,GAIL,Mar 2017,6024,-334,-5275,415,474,,,False,False,0,
475,GAIL,Mar 2018,8769,-2660,-5252,858,475,,,False,False,0,
476,GAIL,Mar 2019,7984,-5701,-3364,-1081,476,,,False,False,0,
477,GAIL,Mar 2020,8345,-8299,281,328,477,,,False,False,0,
478,GAIL,Mar 2021,8993,-4640,-3471,882,478,,,False,False,0,
479,GAIL,Mar 2022,9420,-5490,-3917,13,479,,,False,False,0,
480,GAIL,Mar 2023,3205,-7453,2972,-1276,480,,,False,False,0,
481,GAIL,Mar 2024,12586,-8226,-3457,902,481,,,False,False,0,
482,GODREJCP,Mar 2013,820,-865,282,237,482,,,False,False,0,
483,GODREJCP,Mar 2014,1116,-494,-620,1,483,,,False,False,0,
484,GODREJCP,Mar 2015,1027,-1236,-12,-221,484,,,False,False,0,
485,GODREJCP,Mar 2016,847,-622,-202,23,485,,,False,False,0,
486,GODREJCP,Mar 2017,1860,-2243,665,282,486,,,False,False,0,
487,GODREJCP,Mar 2018,1723,-336,-1384,3,487,,,False,False,0,
488,GODREJCP,Mar 2019,1729,274,-2039,-36,488,,,False,False,0,
489,GODREJCP,Mar 2020,1588,-552,-1295,-259,489,,,False,False,0,
490,GODREJCP,Mar 2021,2030,-292,-1816,-79,490,,,False,False,0,
491,GODREJCP,Mar 2022,1451,-844,-380,227,491,,,False,False,0,
492,GODREJCP,Mar 2023,2151,-1754,-794,-398,492,,,False,False,0,
493,GODREJCP,Mar 2024,2070,-3435,1406,41,493,,,False,False,0,
494,GRASIM,Mar 2013,4242,-5687,1348,-97,494,,,False,False,0,
495,GRASIM,Mar 2014,3549,-2336,-1046,168,495,,,False,False,0,
496,GRASIM,Mar 2015,4594,-2359,-2278,-42,496,,,False,False,0,
497,GRASIM,Mar 2016,5868,-4515,-1365,-11,497,,,False,False,0,
498,GRASIM,Mar 2017,7288,-3509,-3799,-20,498,,,False,False,0,
499,GRASIM,Mar 2018,-4140,1546,3449,856,499,,,False,False,0,
500,GRASIM,Mar 2019,-1659,-2212,4158,287,500,,,False,False,0,
501,GRASIM,Mar 2020,16620,-11364,-3418,1838,501,,,False,False,0,
502,GRASIM,Mar 2021,15075,-7146,-8003,-75,502,,,False,False,0,
503,GRASIM,Mar 2022,7038,-1053,-6733,-748,503,,,False,False,0,
504,GRASIM,Mar 2023,-12685,-13712,26469,72,504,,,False,False,0,
505,GRASIM,Mar 2024,-10719,-23114,33908,75,505,,,False,False,0,
506,HAL,Mar 2017,-423,3021,-164,2433,506,,,False,False,0,
507,HAL,Mar 2018,-734,594,-2540,-2680,507,,,False,False,0,
508,HAL,Mar 2019,-7694,5292,2321,-80,508,,,False,False,0,
509,HAL,Mar 2020,1537,-1334,64,266,509,,,False,False,0,
510,HAL,Mar 2021,15124,-1190,-7070,6864,510,,,False,False,0,
511,HAL,Mar 2022,10180,-12789,-1464,-4072,511,,,False,False,0,
512,HAL,Mar 2023,8836,-5734,-1731,1370,512,,,False,False,0,
513,HAL,Mar 2024,8226,-6412,-1999,-185,513,,,False,False,0,
514,HAVELLS,Mar 2013,638,-144,-252,242,514,,,False,False,0,
515,HAVELLS,Mar 2014,868,-376,-310,183,515,,,False,False,0,
516,HAVELLS,Mar 2015,963,-485,-754,-277,516,,,False,False,0,
517,HAVELLS,Mar 2016,513,-121,-621,-229,517,,,False,False,0,
518,HAVELLS,Mar 2017,767,-220,-98,450,518,,,False,False,0,
519,HAVELLS,Mar 2018,1100,-946,-409,-255,519,,,False,False,0,
520,HAVELLS,Mar 2019,501,185,-318,368,520,,,False,False,0,
521,HAVELLS,Mar 2020,827,-548,-716,-437,521,,,False,False,0,
522,HAVELLS,Mar 2021,660,-763,190,87,522,,,False,False,0,
523,HAVELLS,Mar 2022,1728,-759,-547,421,523,,,False,False,0,
524,HAVELLS,Mar 2023,565,31,-907,-311,524,,,False,False,0,
525,HAVELLS,Mar 2024,1953,-1618,-534,-199,525,,,False,False,0,
526,HCLTECH,Jun 2013,4492,-2361,-2086,44,526,,,False,False,0,
527,HCLTECH,Jun 2014,6457,-4842,-1308,307,527,,,False,False,0,
528,HCLTECH,Jun 2015,5539,-2088,-3140,311,528,,,False,False,0,
529,HCLTECH,Mar 2016,3823,-2208,-2237,-623,529,,,False,False,0,
530,HCLTECH,Mar 2017,8995,-3890,-4517,588,530,,,False,False,0,
