"bluestock_fintech_—_nifty_100__|__cash_flow__|__1,187_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,year_label,fiscal_year,quarter,is_ttm,is_half_year,sort_order,free_cash_flow
198,AXISBANK,Mar 2015,-15162,-7972,31045,7910,198,,,False,False,0,
199,AXISBANK,Mar 2016,-34495,9211,22495,-2789,199,,,False,False,0,
200,AXISBANK,Mar 2017,32209,-12458,-2487,17263,200,,,False,False,0,
201,AXISBANK,Mar 2018,-38390,-10007,41342,-7055,201,,,False,False,0,
202,AXISBANK,Mar 2019,37125,-18674,5643,24094,202,,,False,False,0,
203,AXISBANK,Mar 2020,30416,-9485,8865,29795,203,,,False,False,0,
204,AXISBANK,Mar 2021,12633,-54288,7279,-34375,204,,,False,False,0,
205,AXISBANK,Mar 2022,28137,-27112,47894,48919,205,,,False,False,0,
206,AXISBANK,Mar 2023,22075,-32351,6641,-3636,206,,,False,False,0,
207,AXISBANK,Mar 2024,-5555,-9001,22341,7785,207,,,False,False,0,
208,BAJAJ-AUTO,Mar 2013,2218,-1394,-1445,-621,208,,,False,False,0,
209,BAJAJ-AUTO,Mar 2014,3502,-2072,-1496,-66,209,,,False,False,0,
210,BAJAJ-AUTO,Mar 2015,2114,-380,-1644,90,210,,,False,False,0,
211,BAJAJ-AUTO,Mar 2016,3690,-68,-3384,238,211,,,False,False,0,
212,BAJAJ-AUTO,Mar 2017,3267,-3610,-190,-532,212,,,False,False,0,
213,BAJAJ-AUTO,Mar 2018,4328,-1954,-1885,488,213,,,False,False,0,
214,BAJAJ-AUTO,Mar 2019,2487,-273,-2074,140,214,,,False,False,0,
215,BAJAJ-AUTO,Mar 2020,3850,1766,-6247,-630,215,,,False,False,0,
216,BAJAJ-AUTO,Mar 2021,3120,-2869,-20,231,216,,,False,False,0,
217,BAJAJ-AUTO,Mar 2022,4197,276,-4056,417,217,,,False,False,0,
218,BAJAJ-AUTO,Mar 2023,5277,1211,-7181,-692,218,,,False,False,0,
219,BAJAJ-AUTO,Mar 2024,6558,-72,-6167,319,219,,,False,False,0,
220,BAJAJ-AUTO,Mar 2013,2218,-1394,-1445,-621,220,,,False,False,0,
221,BAJAJ-AUTO,Mar 2014,3502,-2072,-1496,-66,221,,,False,False,0,
222,BAJAJ-AUTO,Mar 2015,2114,-380,-1644,90,222,,,False,False,0,
223,BAJAJ-AUTO,Mar 2016,3690,-68,-3384,238,223,,,False,False,0,
224,BAJAJ-AUTO,Mar 2017,3267,-3610,-190,-532,224,,,False,False,0,
225,BAJAJ-AUTO,Mar 2018,4328,-1954,-1885,488,225,,,False,False,0,
226,BAJAJ-AUTO,Mar 2019,2487,-273,-2074,140,226,,,False,False,0,
227,BAJAJ-AUTO,Mar 2020,3850,1766,-6247,-630,227,,,False,False,0,
228,BAJAJ-AUTO,Mar 2021,3120,-2869,-20,231,228,,,False,False,0,
229,BAJAJ-AUTO,Mar 2022,4197,276,-4056,417,229,,,False,False,0,
230,BAJAJ-AUTO,Mar 2023,5277,1211,-7181,-692,230,,,False,False,0,
231,BAJAJ-AUTO,Mar 2024,6558,-72,-6167,319,231,,,False,False,0,
232,BAJAJFINSV,Mar 2013,-6922,2953,4592,623,232,,,False,False,0,
233,BAJAJFINSV,Mar 2014,-9807,3764,6521,478,233,,,False,False,0,
234,BAJAJFINSV,Mar 2015,-10731,3709,6839,-183,234,,,False,False,0,
235,BAJAJFINSV,Mar 2016,-9795,-886,11602,921,235,,,False,False,0,
236,BAJAJFINSV,Mar 2017,-10922,151,12513,1742,236,,,False,False,0,
237,BAJAJFINSV,Mar 2018,-19580,-922,19590,-911,237,,,False,False,0,
238,BAJAJFINSV,Mar 2019,-27076,-6903,34535,555,238,,,False,False,0,
239,BAJAJFINSV,Mar 2020,-23369,-9948,34479,1162,239,,,False,False,0,
240,BAJAJFINSV,Mar 2021,4547,-3684,1687,2551,240,,,False,False,0,
241,BAJAJFINSV,Mar 2022,-33670,1445,32326,101,241,,,False,False,0,
242,BAJAJFINSV,Mar 2023,-39480,-13945,51016,-2409,242,,,False,False,0,
243,BAJAJFINSV,Mar 2024,-68674,-10960,82709,3075,243,,,False,False,0,
244,BAJAJHLDNG,Mar 2013,473,-369,-332,-228,244,,,False,False,0,
245,BAJAJHLDNG,Mar 2014,872,-519,-326,27,245,,,False,False,0,
246,BAJAJHLDNG,Mar 2015,796,-464,-391,-59,246,,,False,False,0,
247,BAJAJHLDNG,Mar 2016,1147,1019,-761,1406,247,,,False,False,0,
248,BAJAJHLDNG,Mar 2017,-923,-372,-110,-1406,248,,,False,False,0,
249,BAJAJHLDNG,Mar 2018,1631,-1123,-434,74,249,,,False,False,0,
250,BAJAJHLDNG,Mar 2019,628,-163,-536,-72,250,,,False,False,0,
251,BAJAJHLDNG,Mar 2020,1920,-800,-1028,92,251,,,False,False,0,
252,BAJAJHLDNG,Mar 2021,272,-308,-37,-73,252,,,False,False,0,
253,BAJAJHLDNG,Mar 2022,1610,-151,-1460,-1,253,,,False,False,0,
254,BAJAJHLDNG,Mar 2023,1728,-137,-1587,4,254,,,False,False,0,
255,BAJAJHLDNG,Mar 2024,1941,-472,-1455,14,255,,,False,False,0,
256,BAJFINANCE,Mar 2015,-7064,-360,6867,-557,256,,,False,False,0,
257,BAJFINANCE,Mar 2016,-9870,-687,11656,1100,257,,,False,False,0,
258,BAJFINANCE,Mar 2017,-10439,-3047,12513,-972,258,,,False,False,0,
259,BAJFINANCE,Mar 2018,-20566,1075,19503,13,259,,,False,False,0,
260,BAJFINANCE,Mar 2019,-29062,-5379,34449,9,260,,,False,False,0,
261,BAJFINANCE,Mar 2020,-24412,-8758,34167,998,261,,,False,False,0,
262,BAJFINANCE,Mar 2021,-807,-429,1741,505,262,,,False,False,0,
263,BAJFINANCE,Mar 2022,-37090,6347,32275,1532,263,,,False,False,0,
264,BAJFINANCE,Mar 2023,-42112,-10394,50675,-1831,264,,,False,False,0,
265,BAJFINANCE,Mar 2024,-72760,-7171,82415,2484,265,,,False,False,0,
266,BANKBARODA,Mar 2013,23196,-514,-790,21892,266,,,False,False,0,
267,BANKBARODA,Mar 2014,42233,-730,5151,46654,267,,,False,False,0,
268,BANKBARODA,Mar 2015,17838,-556,-6,17276,268,,,False,False,0,
269,BANKBARODA,Mar 2016,-10011,-4005,-616,-14632,269,,,False,False,0,
270,BANKBARODA,Mar 2017,17865,-551,-198,17116,270,,,False,False,0,
271,BANKBARODA,Mar 2018,-59692,-414,3413,-56692,271,,,False,False,0,
272,BANKBARODA,Mar 2019,-1449,-2537,4449,462,272,,,False,False,0,
273,BANKBARODA,Mar 2020,18531,-139,14729,33120,273,,,False,False,0,
274,BANKBARODA,Mar 2021,-887,-471,-986,-2344,274,,,False,False,0,
275,BANKBARODA,Mar 2022,6210,-3645,-998,1567,275,,,False,False,0,
276,BANKBARODA,Mar 2023,-21354,-1096,-5405,-27855,276,,,False,False,0,
277,BANKBARODA,Mar 2024,-6274,-1285,5476,-2084,277,,,False,False,0,
278,BEL,Mar 2013,-1539,1753,-158,56,278,,,False,False,0,
279,BEL,Mar 2014,-569,759,-213,-23,279,,,False,False,0,
280,BEL,Mar 2015,1434,-839,-209,386,280,,,False,False,0,
281,BEL,Mar 2016,2260,-1470,-318,472,281,,,False,False,0,
282,BEL,Mar 2017,-61,3115,-2857,197,282,,,False,False,0,
283,BEL,Mar 2018,-687,-6,-1202,-1895,283,,,False,False,0,
284,BEL,Mar 2019,1514,-896,-663,-45,284,,,False,False,0,
285,BEL,Mar 2020,2570,-649,-1061,861,285,,,False,False,0,
286,BEL,Mar 2021,5093,-2595,-1076,1422,286,,,False,False,0,
287,BEL,Mar 2022,4207,-4872,-1078,-1742,287,,,False,False,0,
288,BEL,Mar 2023,1199,2708,-1262,2645,288,,,False,False,0,
289,BEL,Mar 2024,4659,-5924,-1475,-2739,289,,,False,False,0,
290,BHARTIARTL,Mar 2013,22608,-18676,-4566,-634,290,,,False,False,0,
291,BHARTIARTL,Mar 2014,26233,-25181,2774,3826,291,,,False,False,0,
292,BHARTIARTL,Mar 2015,28059,-22301,-9672,-3914,292,,,False,False,0,
293,BHARTIARTL,Mar 2016,27942,-14091,-11946,1905,293,,,False,False,0,
294,BHARTIARTL,Mar 2017,28280,-30680,-351,-2752,294,,,False,False,0,
295,BHARTIARTL,Mar 2018,29854,-27940,1920,3835,295,,,False,False,0,
296,BHARTIARTL,Mar 2019,20070,-28286,9464,1248,296,,,False,False,0,
297,BHARTIARTL,Mar 2020,18129,-29598,19144,7675,297,,,False,False,0,
298,BHARTIARTL,Mar 2021,48205,-27286,-24910,-3991,298,,,False,False,0,
299,BHARTIARTL,Mar 2022,55017,-41478,-15203,-1664,299,,,False,False,0,
300,BHARTIARTL,Mar 2023,65325,-39232,-24470,1623,300,,,False,False,0,
301,BHARTIARTL,Mar 2024,78898,-51089,-27778,31,301,,,False,False,0,
302,BHEL,Mar 2013,1759,-1113,472,1118,302,,,False,False,0,
303,BHEL,Mar 2014,4512,-868,523,4167,303,,,False,False,0,
304,BHEL,Mar 2015,821,650,-3543,-2071,304,,,False,False,0,
305,BHEL,Mar 2016,374,23,-122,275,305,,,False,False,0,
306,BHEL,Mar 2017,560,-565,-468,-473,306,,,False,False,0,
307,BHEL,Mar 2018,989,961,-667,1283,307,,,False,False,0,
308,BHEL,Mar 2019,-3860,1919,-32,-1973,308,,,False,False,0,
309,BHEL,Mar 2020,-2892,1877,1622,608,309,,,False,False,0,
310,BHEL,Mar 2021,560,-42,-394,123,310,,,False,False,0,
311,BHEL,Mar 2022,660,-1118,-329,-787,311,,,False,False,0,
312,BHEL,Mar 2023,-741,1480,89,829,312,,,False,False,0,
313,BHEL,Mar 2024,-3713,1331,2656,274,313,,,False,False,0,
314,BOSCHLTD,Dec 2012,871,-824,-156,-108,314,,,False,False,0,
315,BOSCHLTD,Dec 2013,1057,-846,-238,-27,315,,,False,False,0,
316,BOSCHLTD,Mar 2015,1396,-1183,-237,-24,316,,,False,False,0,
317,BOSCHLTD,Mar 2016,1318,-995,-356,-33,317,,,False,False,0,
318,BOSCHLTD,Mar 2017,1457,1246,-2670,33,318,,,False,False,0,
319,BOSCHLTD,Mar 2018,1729,-1170,-325,234,319,,,False,False,0,
320,BOSCHLTD,Mar 2019,593,1766,-2531,-172,320,,,False,False,0,
321,BOSCHLTD,Mar 2020,1336,-873,-399,64,321,,,False,False,0,
322,BOSCHLTD,Mar 2021,835,-463,-338,34,322,,,False,False,0,
323,BOSCHLTD,Mar 2022,271,-33,-383,-146,323,,,False,False,0,
324,BOSCHLTD,Mar 2023,1214,262,-1239,236,324,,,False,False,0,
325,BOSCHLTD,Mar 2024,1253,283,-1452,84,325,,,False,False,0,
326,BPCL,Mar 2013,5926,-3604,-846,1476,326,,,False,False,0,
327,BPCL,Mar 2014,9588,-6881,-3736,-1029,327,,,False,False,0,
328,BPCL,Mar 2015,20742,-10536,-9792,414,328,,,False,False,0,
329,BPCL,Mar 2016,11119,-9233,-1332,555,329,,,False,False,0,
330,BPCL,Mar 2017,9041,-15274,4804,-1429,330,,,False,False,0,
331,BPCL,Mar 2018,11068,-7066,-4218,-215,331,,,False,False,0,
332,BPCL,Mar 2019,10157,-10451,207,-87,332,,,False,False,0,
333,BPCL,Mar 2020,7881,-11135,3583,329,333,,,False,False,0,
